Timestamp,Twitch;Username,Twitter;(if;you;have;one),Predictions;[Super;Mario;Odyssey;Any%;Best;of;3],Predictions;[New;Super;Luigi;U],Predictions;[Pikmin;"2],""Predictions";[Mega;Man;X;Trilogy;(X,;X2,;"X3)]"",Predictions";[Super;Mario;All;Stars;],Predictions;[Zelda:;BOTW;8;Hour;Shrine;Challenge],Predictions;[Forbidden;Memories],Predictions;[Mario;Party;1;Mini;Game;Island;Best;of;3],Predictions;[Mario;Kart;64;],Predictions;[Spyro;1],Predictions;[Crash;Team;Racing],Predictions;[F;"Zero],""Predictions";[BID;WAR;1;(NG2,;BT,;"SGNG)]"",Predictions";[Aladdin],Predictions;[Magical;Quest;Starring;Mickey;Mouse],Predictions;[The;Lion;King],Predictions;[Donkey;Kong;64;Any%],Predictions;[Mario;Power;Tennis],Predictions;[BID;WAR;2;(Mario;Golf64;vs;Mario;Golf:;Toadstool;Tour)],Predictions;[SM64;Team;Bingo],Predictions;[MK8;Team;Racing;(Pie's;Team;vs;Spike's;Team],Predictions;[Zelda;2],Predictions;[Super;Monkey;Ball;2],Predictions;[(BONUS);Super;Monkey;Ball;1;Runback],Predictions;[Mario;Party;3;Story;Mode;],Predictions;[Super;Mario;Odyssey;503],Predictions;[Pokemon;Catch;em;8;Hour;Challenge],Predictions;[Sonic;Adventure;2;Battle;-0;All;Stories],Predictions;[Ocarina;of;Time:;Master;Quest],Predictions;[Star;Fox;64;Point;Challenge],Predictions;[Golden;Eye;Secret;Agent],Predictions;[SMRPG;Lowl;Level],Predictions;[Grab;Bag;Bid;War;],Predictions;[Mario;is;Missing],Predictions;[Quest;64],Predictions;[Super;Metroid],Predictions;[Super;Mario;64;Chaos;Edition],TIE;BREAKER;Final;Time;of;WINNER;OF;SMRPG;LOW;LEVEL;(Price;is;Right;Rules);(Example:;9:42:06),Bonus;Question;-0;Favorite;Run;You're;looking;forward;to;watching?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:23:18,Stoych4,Stoych4,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,11:20:00,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:23:50,Varnwolf,VarrenTL,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,10:08:15,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:23:58,flagadada,,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,9:55:14,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:05,Paraducks64,,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,13:04:12,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:07,Rutlischwur,@rutlischwur,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,8:25:18,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:14,Nukkular_reaction,nukkulareaction,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,10:03:00,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:18,DrGodCarl,DrGodCarl,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,10:03:00,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:27,cpugeek,cpugeek87,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Skip;this,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,12:43:28,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:29,BurgerBurglar,,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,7:46:32,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:51,mainlinr,,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,5:00:00,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:51,officerattitude,https://twitter.com/Maxwell_House_P,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,10:00:00,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:24:54,PlatShadow,PlatShadow,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,6:25:15,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:25:00,Thundow,,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,10:14:44,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:25:11,RageThunder13,Rage_Thunder23,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,15:32:05,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1/28/2018;20:25:17,tpasalt,@fastmemer,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Spikevegeta,Iateyourpie,Iateyourpie,Iateyourpie,Iateyourpie,Spikevegeta,Spikevegeta,11:46:26,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
